415;514;-11560133,4664945.2,-11559977,4665138.9;wms_request.py -count 2200 -region -109 37 -102 41 -minsize 64 64 -maxsize 1024 768 -minres 2.5e-06 -maxres 0.000755
749;713;-11423722,4830412.7,-11422615,4831466.1
764;855;-11540468,4527218.8,-11534788,4533574
195;717;-11669488,4673514.1,-11669401,4673835.2
249;486;-11567853,4934945.2,-11565360,4939804.9
308;778;-11511222,4697147.4,-11511109,4697433.3
855;263;-11506988,4645279.6,-11493770,4649343.9
851;103;-11882820,4580666.4,-11850851,4584535.3
815;612;-11606339,4984091.8,-11600841,4988220.7
776;550;-11604391,4591466.5,-11600245,4594401.2
656;358;-12095528,4811307.8,-12094985,4811604.4
107;511;-12071923,4600021.7,-12071593,4601597.8
830;312;-11869640,4473387.1,-11841046,4484133.9
473;199;-11746204,5006970.5,-11734669,5011820.7
503;456;-11839665,4570831.4,-11839421,4571051.9
842;720;-11837789,4807197.1,-11833927,4810496.6
482;632;-11641639,4613862.1,-11597006,4672314.7
594;105;-12026066,4487765.4,-12023679,4488187.3
379;809;-12029730,4557691.8,-11994329,4633172.2
184;625;-12115446,4765041.4,-12114648,4767742.3
393;806;-11992205,4612300.5,-11991033,4614698.5
116;388;-11981032,4976459.7,-11980877,4976978.4
810;123;-11861810,4760540.2,-11861019,4760660.1
573;163;-11497606,4478611.7,-11497148,4478741.9
425;435;-11537522,4566877.6,-11536801,4567614
388;418;-11996856,4894276.6,-11996678,4894467.8
905;317;-12075428,4507515.9,-12002161,4533166.6
448;543;-11804886,4522986.6,-11804123,4523909.7
530;278;-11653604,4792019.6,-11652334,4792685.2
498;654;-12062369,4454169.7,-12054474,4464517.5
712;285;-11701491,4502185.4,-11692562,4505756.9
208;691;-12133818,4596494.8,-12128407,4614450.9
757;189;-11839822,4493418.3,-11838364,4493782.2
650;505;-11458017,4471603.3,-11454992,4473950.8
475;461;-11486990,4857098.4,-11485446,4858594.5
494;295;-11510797,4870125.1,-11510592,4870247.1
169;581;-11804626,4601414.9,-11804568,4601614.1
728;768;-11767143,4817443.9,-11765750,4818911.4
775;202;-11698249,4524433.4,-11679301,4529371.9
300;421;-11370929,4699051.1,-11370360,4699848.2
523;692;-11393450,4887093.9,-11391370,4889843.3
672;821;-11589209,4999523.6,-11588946,4999845.4
112;822;-11378750,4700904,-11378037,4706099.4
667;689;-12000647,4741007,-12000183,4741485.8
405;830;-11390724,4709187.4,-11390507,4709631.3
633;608;-11978478,4588523.7,-11976603,4590323.1
606;103;-11393952,4468826.5,-11391630,4469220.9
352;401;-11479405,4702254.8,-11479114,4702585.6
152;81;-11666758,4721923.4,-11666709,4721949.2
479;755;-11934260,4546622.2,-11931774,4550535.5
659;568;-12092548,4849278.2,-12089472,4851925.5
56;299;-11685522,4609334.4,-11684111,4616773.2
390;108;-11450745,4508375.3,-11442031,4510786.1
153;282;-12058375,4964368.5,-12044433,4989950.2
87;799;-12090735,4962238.3,-12090673,4962794.1
709;561;-11750809,4778327,-11730288,4794541.6
556;264;-11465704,4910041.6,-11462291,4911662.4
270;255;-11974774,4534280.2,-11960892,4547385.7
710;554;-11762331,4823718.1,-11760427,4825203
562;694;-11499385,4684345.7,-11448879,4746648.8
649;845;-11622470,4818834.7,-11592723,4857506.1
185;837;-12037399,4900877.5,-12036486,4905007.6
353;100;-12086915,4694273.7,-12066726,4699983
65;615;-12056481,4974704.9,-12055963,4979587.2
618;776;-12115377,4977791.8,-12115090,4978151.4
802;333;-12001875,4570540.2,-12001360,4570754
206;403;-11662179,4584277.9,-11651206,4605704.3
518;313;-11819691,4469397.2,-11815637,4471842.3
726;231;-11731176,5004333.2,-11730838,5004440.7
771;633;-11447934,4599996.6,-11409861,4631224.9
867;427;-11794762,4757637,-11793150,4758430.7
222;331;-11858195,4817298.2,-11857897,4817741.6
746;534;-11927821,4757663.2,-11924745,4759862.5
386;552;-11709992,4844838.5,-11709700,4845255.3
648;514;-11705713,4929871.9,-11700465,4934034.4
844;481;-11827222,4989926.4,-11825890,4990684.8
672;155;-11994049,4698905.2,-11967671,4704988
351;121;-11896260,4949439.8,-11894727,4949968.2
786;787;-11750952,4473710.4,-11748230,4476433.4
84;696;-11664260,4789370,-11664046,4791138.9
842;360;-11845795,4792354.2,-11835194,4796882
451;85;-11448632,4736124.5,-11428128,4739987.9
865;872;-11715046,4907463.6,-11714742,4907770.2
118;784;-11999783,4859142.6,-11999594,4860389
227;427;-12068799,4655171.8,-12068644,4655462.5
265;869;-11444477,4747612.7,-11438070,4768572.7
408;544;-11924315,4928948.7,-11909919,4948122.2
725;274;-11992687,4449292.1,-11978556,4454630.8
429;550;-11644061,4987189.3,-11638562,4994237.8
853;539;-11580552,4865294,-11553742,4882215.3
418;493;-11910662,4658325.8,-11909515,4659677.1
87;797;-11668093,4633843.7,-11667990,4634778.1
671;688;-11953375,4679598,-11940620,4692664.6
844;738;-11451800,4939682.5,-11445131,4945507.3
848;821;-11853706,4537983.2,-11810751,4579567.9
219;467;-11642075,4971084.7,-11637047,4981763.3
831;823;-12014262,4488547,-11965911,4536392.3
490;232;-11449227,4789779.2,-11447688,4790507
214;447;-11474589,4449007.7,-11474028,4450175.7
132;80;-11809281,4993286.2,-11805291,4995700.3
207;636;-11509986,4632794.6,-11509892,4633082
806;561;-11691848,4876329.9,-11658540,4899486.4
845;185;-11761854,4894411.8,-11760234,4894766.4
476;131;-11476910,4564850.5,-11476480,4564968.8
613;335;-11733201,4513809.2,-11724186,4518729.6
485;403;-11524303,4458658.1,-11505772,4474052.8
271;745;-11466474,4731131,-11451539,4772184.5
143;167;-11815255,4508352.4,-11814666,4509038.6
696;563;-11746102,4687625.7,-11743131,4690027.8
198;365;-11672330,4728948.3,-11671918,4729703.7
670;344;-11770539,4517620,-11768913,4518454.1
819;793;-11981872,4666945.2,-11969693,4678726.5
64;554;-11424098,4475152.6,-11424003,4475974
381;848;-11920620,4700080.8,-11920269,4700862.3
148;195;-11410903,4951840.6,-11405890,4958406.2
427;379;-11684734,4711776.7,-11682903,4713399.5
311;529;-11713316,4592188,-11713046,4592646.5
763;490;-11864475,4555298.2,-11823001,4581922.7
107;745;-11806414,4668032.9,-11806261,4669093.4
447;823;-11970561,4999230.4,-11969161,5001807.3
149;832;-11949258,4489168.1,-11943776,4519676.2
588;616;-11497063,4599774.8,-11496806,4600043.1
415;845;-11850593,4829295.7,-11831906,4867283.5
106;681;-11781672,4507131,-11781398,4508877.1
254;445;-11480718,4772490.4,-11478876,4775711.3
150;633;-11507944,4847277.1,-11506310,4854148
801;244;-11769014,4763859.7,-11768630,4763976.3
563;389;-11999281,4784480.4,-11999016,4784663.3
656;96;-12074831,4597507.1,-12074507,4597554.4
720;323;-11792947,4739688.5,-11783836,4743771.4
283;857;-11504103,4532875.6,-11503989,4533220.2
212;616;-12109555,4466424.5,-12109149,4467602.1
560;747;-11912031,4639267.2,-11863040,4704567.9
743;449;-11609561,4971402.9,-11554914,5004394.4
252;460;-11781266,4883254.3,-11781167,4883434
337;276;-11557894,4667061.2,-11555393,4669105.6
619;449;-11530259,4955234,-11519695,4962887.9
390;118;-11428020,4931490.3,-11427608,4931614.8
159;637;-11468329,4472215.2,-11468204,4472713.8
126;797;-11814914,4904972.6,-11805524,4964218
848;150;-11516932,4525067.1,-11489274,4529957.3
401;492;-11681492,4711890.5,-11674226,4720803.4
111;186;-11809022,4793671.4,-11808835,4793984.6
451;651;-11478040,4548113.8,-11476674,4550083.1
157;599;-11895355,4779566.6,-11895301,4779773.7
64;406;-12104112,4734879.5,-12103995,4735616.6
672;584;-12095637,4955990.9,-12044913,5000034.4
703;302;-11586255,4451215,-11585673,4451464.8
574;722;-11672850,4841393.7,-11672422,4841931.8
757;507;-11636870,4478906.4,-11568532,4524626.5
452;852;-11394990,4761356.2,-11392109,4766777.3
231;748;-11650243,4499155.9,-11650153,4499446.3
422;346;-12121936,4522792.7,-12121642,4523033.6
562;556;-11801245,4848430,-11780714,4868714.2
644;508;-11960416,4774886.8,-11958696,4776242.2
402;804;-11673374,4712878,-11666030,4727535.9
205;168;-11415714,4545179.1,-11408422,4551144.3
193;747;-12020289,4553580.4,-12019114,4558111.7
497;449;-12110885,4709700.1,-12076139,4741047.6
422;735;-11574853,4539538.7,-11574437,4540261.5
863;274;-11795828,4714307.6,-11793881,4714925.3
636;505;-11972396,4850641.3,-11962961,4858127.7
693;610;-11518443,4852256.1,-11517288,4853272.3
305;138;-11436603,4872942.4,-11433003,4874568.6
249;110;-11481432,4514293.2,-11473624,4517740.3
402;330;-11961272,5010576.3,-11960976,5010819.3
297;578;-11593025,4839880.3,-11592191,4841500.3
363;631;-11693997,4709523.8,-11690599,4715416.1
779;562;-11858539,4917025.1,-11856674,4918369.4
903;509;-11437116,4612300.2,-11408288,4628539.9
639;721;-12094681,4814151.9,-12089070,4820481.1
475;125;-11689443,4655524.3,-11683694,4657035.2
247;797;-11390077,4742062.5,-11379484,4776120.6
303;89;-11475887,4493039.6,-11460493,4497559.3
148;439;-11798203,4579204.9,-11797610,4580962.7
579;159;-12095784,4453094.3,-12095463,4453182.5
817;857;-11474664,4470823.4,-11469034,4476723.3
90;445;-11553595,4647312.7,-11553235,4649091.5
164;225;-11625111,4577949.9,-11624875,4578274.5
644;527;-12033011,4636016.6,-12030242,4638279.9
472;94;-11823125,4694862.1,-11822297,4695027
688;118;-12013759,4559829.6,-12012742,4560004.1
713;700;-12039904,4482853,-12037281,4485426.8
395;620;-11938151,4898157.3,-11937996,4898399
125;137;-11535688,4911225,-11534424,4912606
198;736;-11725897,4746141,-11722592,4758425.3
410;836;-11386792,4518330.6,-11386272,4519388.8
780;108;-11827673,4772065.4,-11825375,4772383.3
680;809;-11845614,4611359,-11832376,4627102.6
527;178;-11952306,4488951.1,-11951909,4489084.9
700;792;-11500892,4844058.8,-11474819,4873526.9
331;488;-11966452,4579616.8,-11940279,4618142.3
778;96;-11732107,4678114,-11713073,4680461.8
762;406;-11985540,4458056.8,-11985187,4458245
771;412;-11852471,4486981.6,-11852183,4487135.5
69;123;-11682321,4982725.5,-11677595,4991079.4
376;481;-11506414,4535069,-11502786,4539708.2
253;164;-11532871,4672354.5,-11524030,4678075.8
254;758;-11961707,4819905.3,-11961328,4821036.4
508;197;-12129794,4845696.9,-12129466,4845823.9
583;856;-12040977,4529381.7,-12023075,4555637
684;867;-11963231,4662422.7,-11962076,4663885.6
787;399;-12108961,4482349.2,-12091047,4491423.2
645;441;-11625797,4728211.3,-11620309,4731962.5
534;250;-11733990,4901024.5,-11727794,4903924.9
411;402;-11436560,4535323.2,-11416622,4554780.5
624;620;-11651406,4728424.8,-11648462,4731350.5
610;291;-11902992,4587907.3,-11873163,4602116.6
881;831;-11448607,4985422.8,-11447455,4986507.8
837;830;-11586323,4500521.7,-11585300,4501535.6
124;587;-11923188,4723321.5,-11923050,4723971.3
363;660;-12031534,4780630.2,-12001979,4834365.3
405;309;-11418552,4840507.8,-11397834,4856309.8
253;692;-11558423,4505042.6,-11558245,4505526.5
497;295;-12065881,4959768.6,-12051382,4968372.4
162;608;-11444497,4467038.5,-11436293,4497812.6
351;409;-11704636,4960850.4,-11704508,4960999.5
458;759;-11580102,4611438.4,-11569019,4629784
210;80;-11724954,4443036.9,-11719797,4444999.5
602;409;-11873341,4849249.4,-11871535,4850476.3
881;182;-11467282,4451061.1,-11466043,4451316.8
146;241;-11925147,4626114.3,-11916671,4640052.9
538;393;-11679276,4897849,-11677957,4898811.6
473;379;-11559774,4873199.2,-11556127,4876117.4
117;118;-11445990,4839290.7,-11445699,4839582.5
460;98;-11599399,4525696.3,-11585718,4528608.6
141;147;-11965253,4853543.6,-11965208,4853590.6
893;442;-11775197,4663640.2,-11773722,4664370.3
552;589;-12083607,4452526.6,-12067263,4469952.8
690;194;-11507899,5010262.2,-11504276,5011279.8
697;115;-11974866,4868581.9,-11924119,4876951.2
340;724;-11482200,4573274.4,-11478805,4580486.9
612;551;-12100819,4976393.1,-12098941,4978083.4
825;479;-11425631,4668457.2,-11415405,4674388.5
909;788;-11927322,4512952.4,-11926545,4513625.6
833;817;-11783261,4926994.4,-11716415,4992537.4
703;546;-11818500,4850098.3,-11816639,4851541.1
172;411;-12098453,4635084.8,-12085831,4665189.4
82;724;-11557064,4526485.6,-11556588,4530654.2
274;472;-11506211,4974496.5,-11505679,4975409
88;568;-11602939,4922470.5,-11602182,4927348.9
287;863;-11622901,4853788.5,-11622801,4854089
636;615;-11811851,4893649.3,-11810266,4895181.2
190;584;-12120084,4756622.2,-12119870,4757280.8
329;375;-11772671,4898671.8,-11772451,4898922.2
87;859;-11445972,4786295.5,-11445941,4786596.8
212;401;-11516940,4631703.2,-11500997,4661824.9
666;282;-11715827,4615421.1,-11715507,4615556.4
532;862;-11873392,4735351.4,-11869244,4742067.9
482;296;-11818272,4451068.1,-11816075,4452414.9
436;608;-11541509,4811723,-11541324,4811980.4
706;774;-11951370,4596733.4,-11950997,4597141.8
547;132;-12045106,4815812.7,-12044447,4815971.4
773;530;-11997367,4443112.2,-11996410,4443767.4
649;568;-11825177,4784301.2,-11798147,4807928.7
102;522;-11544737,4830258.4,-11539972,4854547.9
457;551;-11912590,4947049.6,-11908282,4952235.6
294;708;-11540398,4797335.8,-11538568,4801742.8
603;509;-11441054,4904818.8,-11433197,4911442.5
634;358;-12110799,4988341.7,-12109821,4988893.2
191;529;-11974956,4941309.5,-11974442,4942731.6
783;631;-12065071,4826064.2,-12064607,4826438.2
705;432;-11591896,4681122.6,-11591632,4681284.2
807;611;-11943003,4929614.3,-11886702,4972192.3
297;725;-11522640,4718965.7,-11522526,4719243.2
443;598;-11752839,4609373.9,-11734255,4634424.8
693;297;-11972188,4685208.1,-11935389,4700967.5
231;654;-11441509,4628317.2,-11433012,4652288
858;228;-12059173,5004798.9,-12050940,5006985.8
438;356;-11974347,4755703,-11967200,4761510.9
290;510;-11408274,4855349.1,-11405852,4859603.1
727;246;-11478512,4469911.5,-11476400,4470625.8
806;255;-11797056,4842156.7,-11795901,4842521.7
279;831;-11756625,4850644.3,-11733600,4919061.2
628;529;-11957113,4464718,-11951841,4469152.9
312;729;-11559057,4607332.5,-11545345,4639311.2
764;701;-11425166,4799932.2,-11424210,4800809.5
835;150;-11778162,4449641.3,-11762675,4452420.4
236;610;-12128529,4695565.4,-12128305,4696144.2
483;516;-11873152,4814509.9,-11862377,4826021.5
560;748;-11876689,4550391.3,-11867640,4562466.9
624;272;-11432909,4762041.4,-11426909,4764654.8
804;600;-11981984,4774480.3,-11970033,4783395.3
844;711;-11580896,4978642.6,-11579916,4979467.1
402;550;-11651695,4560704.2,-11619536,4604674
376;572;-11606705,4460332.9,-11606583,4460518.2
590;476;-11654639,4504404.7,-11645270,4511956.9
239;523;-12062784,4671898.7,-12062556,4672398.5
867;862;-11741001,4569987.4,-11709018,4601754.4
279;784;-11583701,4866433.9,-11578626,4880646.6
834;172;-11457305,4813579.7,-11436186,4817930.6
546;759;-11548470,4618422.6,-11541587,4627989.9
597;293;-11786246,4519835.1,-11785740,4520083.1
763;864;-11568666,4806799.4,-11567656,4807943.2
357;682;-11529154,4627510,-11528663,4628446.5
514;759;-11454666,4585442,-11454486,4585707.4
690;269;-11578347,4623091.3,-11558547,4630806.1
72;383;-11575561,4606936.8,-11574474,4612673.2
75;254;-11582191,4980558.4,-11576769,4998765.1
269;355;-11950550,4658080.3,-11949743,4659143
727;104;-11777709,4493112.3,-11776641,4493264.9
492;244;-12098480,4513070.6,-12097355,4513627.8
217;360;-11374696,4508028.5,-11373932,4509295.2
586;165;-11369086,4605511.1,-11368855,4605576.1
868;575;-12026970,4544912.7,-12024734,4546393.8
481;149;-11876448,4878383,-11861605,4882979.6
819;384;-11672331,4612283.7,-11670443,4613168.1
804;670;-11720170,4572827.7,-11706989,4583812.3
353;576;-11668896,4749384.9,-11658000,4767130.9
547;516;-11408636,4627732.7,-11393098,4642369.5
780;210;-11831380,4712098.5,-11831048,4712187.7
859;741;-11570325,4470690.3,-11568882,4471934.9
836;477;-11985545,4569493.3,-11977944,4573827.1
566;492;-11396549,4678367.7,-11372434,4699324.8
513;161;-11672578,4963873.6,-11671348,4964259.2
93;608;-11737924,4631099.2,-11737740,4632288
141;653;-11678548,4897354.7,-11678165,4899125
108;338;-11854491,4763848.1,-11854372,4764217.4
293;312;-11772708,4841353.5,-11763064,4851599.9
766;378;-11762212,4560235.3,-11737644,4572344.4
133;99;-12008627,4630239.5,-12007293,4631230.8
693;630;-11541294,4964254.8,-11540785,4964717.1
649;106;-11581638,4834438.5,-11580660,4834597.9
899;812;-12008949,4469049.9,-12008377,4469566.4
864;676;-11429568,4578808.1,-11392797,4607561.8
877;332;-11425135,4881570.4,-11424808,4881693.9
197;503;-11548458,4821768.7,-11548388,4821948
622;333;-11771503,4500464.3,-11741268,4516633.3
449;271;-12090980,4860218.1,-12087126,4862541.9
460;711;-12069855,4596652.9,-12069505,4597192.5
116;452;-11694626,4773062,-11694504,4773534
228;812;-11446882,4733340,-11446519,4734629.6
378;799;-12116765,4687736.3,-12116399,4688509.9
460;302;-11901199,4551424.5,-11900818,4551674.6
530;797;-11576685,4448487.1,-11574823,4451285.4
295;409;-11953314,4482261.9,-11951641,4484574.6
409;573;-11411368,4962606.4,-11381989,5003725
304;261;-11567155,4841915.6,-11566921,4842116
330;551;-11438558,4606854.3,-11424844,4629695.5
699;302;-11933393,4639762.2,-11930316,4641091.1
398;590;-11529582,4578943.6,-11525039,4585674.1
107;655;-11457200,4795292.1,-11457008,4796454.7
367;578;-11645460,4915426.2,-11645285,4915701.9
897;512;-11635657,4661880.4,-11634246,4662685.2
822;506;-11754319,4864782.9,-11715932,4888399
337;474;-11408983,4728211.7,-11398768,4742539.5
236;390;-11755208,4500017,-11754866,4500580.9
358;291;-11768204,4595030.6,-11766577,4596352.9
719;244;-11948033,4695865,-11887227,4716494.4
513;383;-12125780,4965706,-12124053,4966992.7
115;86;-11575882,4695440.1,-11575102,4696020.9
390;466;-11929667,4602820.6,-11927670,4605205.5
536;74;-11877836,4988269.3,-11876384,4988469.5
290;564;-11854947,4949035.1,-11854808,4949304.7
629;531;-11811133,5004183.6,-11810904,5004376.4
896;162;-12004779,4661808.9,-11989510,4664566.7
89;738;-11470823,4489648.1,-11470745,4490300.5
188;97;-11575299,4639552.5,-11573761,4640345.2
852;300;-11551844,4823844.9,-11551540,4823952
694;230;-11633034,4946196.8,-11608455,4954337.7
673;577;-12025176,4735440.8,-12022866,4737418.5
426;470;-11844242,4906014.1,-11844088,4906184
900;291;-11483602,4718905.2,-11482694,4719198.7
199;430;-11719718,4882961.1,-11717856,4886977.2
344;343;-11651836,4850063.2,-11651480,4850416.8
67;399;-11771103,4521193.5,-11771081,4521323.8
648;447;-11586360,4979410.2,-11585567,4979956.9
520;804;-11719271,4673585.5,-11717732,4675965.1
773;128;-11686973,4914230.8,-11661623,4918425.8
261;715;-11603117,4678900.3,-11585165,4728057.9
622;378;-11837765,4717893.2,-11836375,4718737.9
824;242;-11722433,4501233.3,-11707990,4505473
639;471;-11453492,4675932.6,-11451128,4677674.2
820;593;-11750259,4973633.7,-11748062,4975221.6
808;413;-11451817,4564961.3,-11448804,4566501.1
819;376;-11534220,4939700.8,-11531489,4940954.2
487;281;-11921142,4666074.3,-11918708,4667476.7
729;399;-12125246,4717087,-12124336,4717584.7
539;714;-12098476,4539292.7,-12095754,4542892.8
295;519;-11859723,4616106.7,-11858163,4618842.9
496;164;-11764178,4731242.3,-11753446,4734783.9
638;607;-11557984,4944068.5,-11557686,4944351.7
561;820;-12097490,4598750.2,-12096530,4600151.5
484;641;-11707416,4768713,-11699492,4779204.6
849;833;-11706161,4700962.5,-11665108,4741237.5
552;137;-11478701,4904196.9,-11476860,4904653.5
589;354;-12113241,4710690.6,-12112968,4710854.7
69;241;-11641741,4712622,-11641331,4714043.6
465;450;-11473657,4516159.8,-11449059,4539930.4
574;311;-11461612,4523589.2,-11459212,4524888.3
69;807;-11609482,4448985.9,-11608993,4454656.7
107;592;-11459905,4683872.4,-11459868,4684075.8
216;434;-11740659,4607824.6,-11735671,4617802.7
449;787;-11446227,4543644.6,-11443283,4548797.5
864;735;-11465004,4494880,-11450098,4507557.6
695;478;-12049400,4661824.5,-12045242,4664683.5
61;414;-11471743,4527472.9,-11470987,4532582.5
183;637;-11518225,4550721,-11517795,4552212.4
350;309;-11743583,4560245.5,-11735893,4567029.9
681;87;-11973348,4701615.5,-11919536,4708483.9
85;445;-11788161,5002151.5,-11787734,5004357.9
673;753;-11811772,4648577.2,-11786540,4676790.7
